0.1 0.1 1
0.2 0.2 0.902
0.3 0.2902 0.706
0.4 0.3608 0.421604
0.5 0.40296 0.06802
0.6 0.409762 -0.326881
0.7 0.377074 -0.728448
0.8 0.304229 -1.09798
0.9 0.194431 -1.39613
1 0.0548187 -1.58667
1.1 -0.103848 -1.64039
1.2 -0.267887 -1.53862
1.3 -0.421749 -1.27609
1.4 -0.549358 -0.862776
1.5 -0.635636 -0.324405
1.6 -0.668076 0.298518
1.7 -0.638225 0.953233
1.8 -0.542901 1.57869
1.9 -0.385032 2.11074
2 -0.173958 2.48807
2.1 0.0748484 2.65855
2.2 0.340703 2.5852
2.3 0.599223 2.25131
2.4 0.824353 1.66407
2.5 0.99076 0.856202
2.6 1.07638 -0.114743
2.7 1.06491 -1.1696
2.8 0.947946 -2.2132
2.9 0.726626 -3.14219
3 0.412407 -3.85428
3.1 0.0269785 -4.25844
3.2 -0.398866 -4.28488
3.3 -0.827354 -3.89399
3.4 -1.21675 -3.08319
3.5 -1.52507 -1.89077
3.6 -1.71415 -0.396198
3.7 -1.75377 1.28367
3.8 -1.6254 3.00236
3.9 -1.32517 4.59526
4 -0.86564 5.89392
4.1 -0.276248 6.74225
4.2 0.397976 7.01297
4.3 1.09927 6.62295
4.4 1.76157 5.54566
4.5 2.31613 3.81933
4.6 2.69807 1.54952
4.7 2.85302 -1.09459
4.8 2.74356 -3.89055
4.9 2.35451 -6.57924
5 1.69658 -8.88665
5.1 0.807916 -10.5493
5.2 -0.247014 -11.3411
5.3 -1.38112 -11.099
5.4 -2.49102 -9.74549
5.5 -3.46557 -7.30429
5.6 -4.196 -3.90803
5.7 -4.5868 0.204043
5.8 -4.5664 4.69911
5.9 -4.09649 9.17417
6 -3.17907 13.1887
6.1 -1.86019 16.3042
6.2 -0.229773 18.1272
6.3 1.58295 18.3524
6.4 3.41819 16.8011
6.5 5.0983 13.4513
6.6 6.44342 8.45494
6.7 7.28892 2.14039
6.8 7.50296 -5.00275
6.9 7.00268 -12.3556
7 5.76712 -19.2183
7.1 3.84529 -24.87
7.2 1.35828 -28.6384
7.3 -1.50556 -29.9696
7.4 -4.50251 -28.4941
7.5 -7.35192 -24.0816
7.6 -9.76009 -16.8768
7.7 -11.4478 -7.31187
7.8 -12.179 3.90694
7.9 -11.7883 15.8423
8 -10.204 27.3948
8.1 -7.46454 37.3947
8.2 -3.72507 44.71
8.3 0.745931 48.3606
8.4 5.58199 47.6296
8.5 10.3449 42.1592
8.6 14.5609 32.0212
8.7 17.763 17.7515
8.8 19.5381 0.343795
8.9 19.5725 -18.8036
9 17.6922 -37.9846
9.1 13.8937 -55.3229
9.2 8.3614 -68.9388
9.3 1.46752 -77.1329
9.4 -6.24577 -78.5711
9.5 -14.1029 -72.4502
9.6 -21.3479 -58.6294
9.7 -27.2109 -37.7085
9.8 -30.9817 -11.0418
9.9 -32.0859 19.3202
10 -30.1539 50.7644
10.1 -25.0774 80.3152
