0.1 0.1 1
0.2 0.1902 0.902
0.3 0.26176 0.715604
0.4 0.307668 0.459079
0.5 0.323425 0.157564
0.6 0.307485 -0.159392
0.7 0.261413 -0.460728
0.8 0.189721 -0.716912
0.9 0.0994375 -0.902839
1 -0.000591347 -1.00029
1.1 -0.100562 -0.999709
1.2 -0.190678 -0.901158
1.3 -0.262107 -0.714293
1.4 -0.30785 -0.457428
1.5 -0.323424 -0.155735
1.6 -0.307302 0.16122
1.7 -0.261064 0.462376
1.8 -0.189242 0.718218
1.9 -0.0988746 0.903676
2 0.00118269 1.00057
2.1 0.101124 0.999414
2.2 0.191155 0.900312
2.3 0.262453 0.71298
2.4 0.308031 0.455776
2.5 0.323421 0.153906
2.6 0.307117 -0.163047
2.7 0.260714 -0.464022
2.8 0.188762 -0.719522
2.9 0.0983114 -0.904509
3 -0.00177403 -1.00085
3.1 -0.101686 -0.999116
3.2 -0.191632 -0.899464
3.3 -0.262798 -0.711664
3.4 -0.308211 -0.454122
3.5 -0.323418 -0.152076
3.6 -0.306931 0.164874
3.7 -0.260364 0.465666
3.8 -0.188282 0.720823
3.9 -0.0977479 0.905339
4 0.00236537 1.00113
4.1 0.102247 0.998814
4.2 0.192108 0.898612
4.3 0.263143 0.710347
4.4 0.308389 0.452467
4.5 0.323414 0.150245
4.6 0.306744 -0.1667
4.7 0.260013 -0.467309
4.8 0.187801 -0.722122
4.9 0.097184 -0.906167
5 -0.00295669 -1.00141
5.1 -0.102808 -0.998509
5.2 -0.192583 -0.897758
5.3 -0.263486 -0.709026
5.4 -0.308567 -0.45081
5.5 -0.323408 -0.148414
5.6 -0.306556 0.168526
5.7 -0.259661 0.468951
5.8 -0.187319 0.723418
5.9 -0.0966198 0.906991
6 0.00354801 1.00168
6.1 0.103368 0.998201
6.2 0.193058 0.896901
6.3 0.263829 0.707703
6.4 0.308744 0.449152
6.5 0.323402 0.146583
6.6 0.306367 -0.170351
6.7 0.259308 -0.470591
6.8 0.186837 -0.724712
6.9 0.0960553 -0.907812
7 -0.00413932 -1.00195
7.1 -0.103928 -0.99789
7.2 -0.193532 -0.89604
7.3 -0.26417 -0.706378
7.4 -0.308919 -0.447492
7.5 -0.323394 -0.144751
7.6 -0.306177 0.172176
7.7 -0.258954 0.472229
7.8 -0.186354 0.726004
7.9 -0.0954905 0.90863
8 0.00473061 1.00221
8.1 0.104488 0.997575
8.2 0.194006 0.895177
8.3 0.264511 0.705051
8.4 0.309094 0.44583
8.5 0.323386 0.142918
8.6 0.305986 -0.174
8.7 0.258599 -0.473866
8.8 0.18587 -0.727293
8.9 0.0949253 -0.909445
9 -0.00532188 -1.00247
9.1 -0.105048 -0.997257
9.2 -0.194479 -0.89431
9.3 -0.264851 -0.703721
9.4 -0.309267 -0.444168
9.5 -0.323376 -0.141085
9.6 -0.305794 0.175823
9.7 -0.258244 0.475501
9.8 -0.185386 0.72858
9.9 -0.0943599 0.910258
10 0.00591314 1.00273
10.1 0.105607 0.996935
