0 0.539465 3.8917
0.01 0.577807 3.7753
0.02 0.614945 3.65103
0.03 0.650802 3.51916
0.04 0.685304 3.37996
0.05 0.718378 3.23372
0.06 0.749956 3.08074
0.07 0.779972 2.92135
0.08 0.808363 2.75587
0.09 0.83507 2.58464
0.1 0.860037 2.40804
0.11 0.883214 2.22642
0.12 0.90455 2.04016
0.13 0.924003 1.84965
0.14 0.941531 1.65529
0.15 0.957097 1.45749
0.16 0.97067 1.25664
0.17 0.982221 1.05318
0.18 0.991727 0.847526
0.19 0.999166 0.640105
0.2 1.00452 0.431351
0.21 1.00779 0.221699
0.22 1.00896 0.0115846
0.23 1.00802 -0.198554
0.24 1.00499 -0.408279
0.25 0.999859 -0.617153
0.26 0.992648 -0.824742
0.27 0.98337 -1.03061
0.28 0.972043 -1.23434
0.29 0.958692 -1.43549
0.3 0.943343 -1.63365
0.31 0.92603 -1.82841
0.32 0.906788 -2.01936
0.33 0.885657 -2.20611
0.34 0.862681 -2.38826
0.35 0.837908 -2.56544
0.36 0.81139 -2.73727
0.37 0.783182 -2.9034
0.38 0.753342 -3.06348
0.39 0.721933 -3.21718
0.4 0.689021 -3.36418
0.41 0.654673 -3.50417
0.42 0.618962 -3.63687
0.43 0.581961 -3.76198
0.44 0.543748 -3.87927
0.45 0.504403 -3.98847
0.46 0.464006 -4.08936
0.47 0.422644 -4.18174
0.48 0.380401 -4.2654
0.49 0.337365 -4.34018
0.5 0.293627 -4.40592
0.51 0.249278 -4.46248
0.52 0.204409 -4.50975
0.53 0.159114 -4.54762
0.54 0.113488 -4.57603
0.55 0.0676251 -4.59489
0.56 0.0216217 -4.60419
0.57 -0.0244268 -4.6039
0.58 -0.0704244 -4.59402
0.59 -0.116275 -4.57457
0.6 -0.161884 -4.54559
0.61 -0.207155 -4.50714
0.62 -0.251995 -4.4593
0.63 -0.296311 -4.40218
0.64 -0.340008 -4.33588
0.65 -0.382998 -4.26056
0.66 -0.42519 -4.17636
0.67 -0.466496 -4.08346
0.68 -0.506831 -3.98205
0.69 -0.54611 -3.87235
0.7 -0.584251 -3.75458
0.71 -0.621175 -3.629
0.72 -0.656806 -3.49585
0.73 -0.691068 -3.35542
0.74 -0.723891 -3.20801
0.75 -0.755206 -3.05391
0.76 -0.784948 -2.89345
0.77 -0.813054 -2.72696
0.78 -0.839468 -2.55479
0.79 -0.864133 -2.3773
0.8 -0.886997 -2.19486
0.81 -0.908015 -2.00785
0.82 -0.92714 -1.81665
0.83 -0.944335 -1.62167
0.84 -0.959563 -1.42332
0.85 -0.972791 -1.22199
0.86 -0.983994 -1.01813
